ID,Gender,MaritalStatus,EducationLevel,Field,Experience,Happiness,TakeAdditionalCourse,Position,Sector,Age,SatisfiedMySalary,WagePolicyFairness,SatisfiedNonWageCompensation,SatisfiedMyWork,SatisfiedMyOrganization,ManagementAttitude,WageReward,ColleaguesAttitude,WorkingConditions,JobSecurity,FinancialPerformance,NonFinancialPerformance
412,Male,Single,Bachelor,Health Care,21 + Years,Yes,Yes,Mid-level manager,Private,43,Disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,3.42,2.29,4.83,3.33,2,3.25,3.25
413,Male,Single,Master,Health Care,11 - 15 Years,Yes,Yes,Senior manager,Private,32,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5,5,5,5,5,3.75,4.25
414,Male,Single,Master,Finance,1 - 5 Years,Yes,No,Expert,Private,41,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,3.5,3.43,3.5,4.17,4,3,2.25
415,Male,Single,Master,Education,21 + Years,Yes,No,Mid-level manager,Private,42,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4.75,5,4.17,4.67,5,4.5,4.75
416,Male,Single,Master,Health Care,16 - 20 Years,Yes,Yes,Senior manager,Private,40,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5,5,5,4.67,5,3.5,4.5
417,Male,Single,Master,Production,16 - 20 Years,No,Yes,Senior manager,Private,37,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,4.08,5,5,4.67,5,4.75,5
418,Male,Single,Master,Finance,16 - 20 Years,Yes,Yes,Mid-level manager,Private,40,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,3.58,3,3.83,3.17,4,4,3.75
419,Female,Single,Master,Health Care,6 - 10 Years,Yes,Yes,Expert,Private,31,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,3.17,1.29,3.67,2.33,5,1.75,2.5
420,Female,Single,Bachelor,Finance,1 - 5 Years,Yes,No,Expert,Private,24,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,4.33,3.57,4.5,4.33,4,4,4
421,Female,Single,Master,Production,11 - 15 Years,Yes,No,Staff,State,39,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,1.83,1.71,3.33,2.33,5,1.25,1.5
422,Male,Single,Master,Service,16 - 20 Years,Yes,Yes,Mid-level manager,Private,41,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,3.58,3.71,5,3.83,4,4.5,4
423,Male,Single,Master,Information Technology,1 - 5 Years,Yes,Yes,Expert,Private,28,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,4,3.14,3.67,4.5,5,4,5
424,Male,Single,Master,Finance,6 - 10 Years,No,No,Operation manager,State,28,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,2.67,1.43,3.5,1.33,2.5,3.5,1
425,Male,Single,Master,Information Technology,1 - 5 Years,Yes,Yes,Expert,Private,32,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,4.08,3.43,4,4.17,5,4.25,4
426,Male,Single,Master,Production,1 - 5 Years,No,No,Mid-level manager,Private,25,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,2.83,3,2.17,3,3,2.25,3
427,Male,Single,Master,Energy,6 - 10 Years,No,Yes,Expert,Private,34,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,3,1.57,2.83,2,2.5,2.5,1.25
428,Male,Single,Master,Production,1 - 5 Years,Yes,Yes,Mid-level manager,Private,26,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3.17,3,3,3.17,3,3,3
429,Female,Single,Master,Health Care,16 - 20 Years,No,Yes,Staff,State,35,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,2.08,1.57,1,1.83,5,2.25,2.25
430,Male,Single,Bachelor,Finance,21 + Years,No,Yes,Expert,Private,47,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,2.33,3,2.33,3,2.5,4.25,4
431,Female,Single,Master,Health Care,11 - 15 Years,Yes,Yes,Senior manager,Private,36,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,4.42,4,3.67,4.17,5,4.5,4.75
432,Female,Single,Master,Construction,16 - 20 Years,Yes,Yes,Mid-level manager,Private,32,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5,5,5,5,5,5,5
433,Male,Single,Master,Health Care,6 - 10 Years,Yes,No,Staff,State,28,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Agree,3.5,2.14,4.33,3.67,5,3.75,3.75
434,Male,Single,Master,Construction,6 - 10 Years,No,Yes,Senior manager,Private,35,Agree,Neither agree nor disagree,Strongly disagree,Agree,Agree,3.08,3,3.5,4.17,4,3.5,4.25
435,Female,Single,Master,Production,1 - 5 Years,Yes,Yes,Expert,Private,24,Disagree,Strongly disagree,Disagree,Neither agree nor disagree,Strongly disagree,1.67,1.29,1.83,2.33,2,1.5,3
436,Male,Single,Bachelor,Service,11 - 15 Years,Yes,Yes,Mid-level manager,Private,32,Agree,Neither agree nor disagree,Disagree,Agree,Agree,3.83,3.29,3.83,3.67,4.5,3,3.75
437,Male,Single,Master,Energy,6 - 10 Years,No,Yes,Operation manager,State,33,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4,4.57,4,4.33,5,4.75,4
438,Male,Single,Master,Information Technology,21 + Years,Yes,Yes,Mid-level manager,Private,29,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,4.42,2.71,4.83,4.33,3,3.75,4
439,Female,Single,Master,Health Care,6 - 10 Years,No,No,Staff,State,31,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,2.33,1.43,3.5,2.33,4,2,1.75
440,Male,Single,Bachelor,Health Care,6 - 10 Years,Yes,Yes,Mid-level manager,Private,33,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,4.5,4.71,4.17,5,5,4.75,5
441,Female,Single,Bachelor,Finance,6 - 10 Years,Yes,Yes,Operation manager,State,34,Agree,Agree,Disagree,Agree,Strongly agree,3.92,4,4.83,4.33,3.5,2.5,3.75
442,Male,Single,Bachelor,Health Care,1 - 5 Years,No,No,Staff,State,26,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,3.83,2.29,3.83,4.33,4,3,3.5
443,Male,Single,Master,Information Technology,11 - 15 Years,Yes,No,Operation manager,State,38,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,4.42,4.57,4.17,4.33,4,4.5,4.5
444,Male,Single,Bachelor,Information Technology,11 - 15 Years,No,Yes,Operation manager,State,37,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,4.75,3.86,4.33,4.33,4.5,2.75,3.25
445,Male,Single,Master,Information Technology,11 - 15 Years,Yes,Yes,Mid-level manager,Private,34,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,2.83,1.71,4.17,1.83,2,1,1
446,Male,Single,Master,Health Care,1 - 5 Years,No,No,Mid-level manager,Private,29,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,2.67,1.86,2.83,2.33,5,2,1.25
447,Male,Single,Master,Health Care,1 - 5 Years,No,No,Mid-level manager,Private,29,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,2.67,1.86,2.83,2.33,5,2,1.25
448,Male,Single,Master,Service,11 - 15 Years,No,No,Staff,State,33,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,2.83,2.71,2.5,4,4,5,3.5
449,Male,Single,Bachelor,Information Technology,6 - 10 Years,Yes,Yes,Expert,Private,39,Disagree,Disagree,Disagree,Agree,Agree,3.75,3.14,3.83,3.83,4,3.25,2.75
450,Male,Single,Master,Construction,11 - 15 Years,No,Yes,Expert,Private,29,Agree,Agree,Agree,Agree,Agree,3.67,3.71,3.67,3.33,4.5,2.75,2.75
451,Female,Single,Master,Production,6 - 10 Years,Yes,No,Expert,Private,31,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,4.67,3.86,4.33,4.83,5,4.5,5
452,Male,Single,Master,Education,1 - 5 Years,Yes,No,Operation manager,State,28,Agree,Agree,Agree,Agree,Agree,3.25,3.57,3.67,4,3.5,4,4.5
453,Male,Single,Master,Production,1 - 5 Years,No,No,Operation manager,State,27,Agree,Agree,Strongly agree,Disagree,Neither agree nor disagree,4.33,4.14,3.67,2.17,3,3,3.5
454,Male,Single,Master,Construction,6 - 10 Years,Yes,No,Staff,State,32,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Agree,3.83,2.29,4.17,4,3.5,1.75,2.5
455,Male,Single,Master,Finance,6 - 10 Years,Yes,Yes,Senior manager,Private,31,Neither agree nor disagree,Agree,Disagree,Strongly agree,Agree,4.92,3.43,4.5,4.33,5,4.75,5
456,Female,Single,Master,Construction,1 - 5 Years,No,Yes,Expert,Private,29,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.75,1.57,3.83,2.83,3,2.5,3.25
457,Male,Single,Bachelor,Health Care,6 - 10 Years,No,No,Senior manager,Private,33,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,4,1.86,4,2.83,3,3,3
458,Male,Single,Master,Finance,6 - 10 Years,No,No,Mid-level manager,Private,33,Neither agree nor disagree,Strongly disagree,Disagree,Agree,Agree,3.75,2.29,3,4,3,3.25,2.75
459,Male,Single,Master,Service,1 - 5 Years,Yes,Yes,Mid-level manager,Private,29,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,3.58,3.14,4,4.33,5,4.75,3.5
460,Male,Single,Master,Production,1 - 5 Years,No,Yes,Expert,Private,27,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,2.08,1.29,3.67,2.5,2.5,1.25,1.75
461,Male,Single,Master,Production,16 - 20 Years,Yes,Yes,Senior manager,Private,34,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5,5,5,4.67,4.5,3.75,3.75
462,Male,Single,Master,Service,11 - 15 Years,No,No,Staff,State,32,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,2.25,4,4,3.5,3.5,3.5,3.75
463,Male,Single,Master,Service,11 - 15 Years,No,No,Staff,State,32,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,2.25,4,4,3.5,3.5,3.5,3.75
464,Male,Single,Master,Information Technology,16 - 20 Years,Yes,Yes,Mid-level manager,Private,47,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,4.33,3.71,4.33,4.5,5,4,4
465,Female,Single,Bachelor,Health Care,1 - 5 Years,No,No,Mid-level manager,Private,29,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,4.33,3.71,4.17,4.5,4.5,4,3.75
466,Male,Single,Master,Finance,11 - 15 Years,Yes,Yes,Mid-level manager,Private,38,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,2.42,1.57,2.67,2.67,4,2.5,2.25
467,Male,Single,Master,Service,11 - 15 Years,Yes,Yes,Staff,State,38,Agree,Neither agree nor disagree,Disagree,Agree,Agree,3,2.71,3.17,3.33,5,1.5,1.75
468,Male,Single,Bachelor,Finance,6 - 10 Years,Yes,Yes,Expert,Private,37,Agree,Agree,Disagree,Agree,Agree,3.08,3.43,3.67,3.5,5,3.25,3.5
469,Female,Single,Master,Health Care,11 - 15 Years,Yes,No,Staff,State,41,Agree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,1.5,2.57,4,2.17,5,3.5,3.5
470,Female,Single,Master,Construction,6 - 10 Years,Yes,No,Expert,Private,33,Agree,Neither agree nor disagree,Strongly disagree,Agree,Agree,2.67,2.29,2.83,3,3.5,2.75,3.25
471,Male,Single,Master,Finance,6 - 10 Years,Yes,Yes,Expert,Private,37,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4.08,4.86,4.17,4.83,5,5,4.75
472,Male,Single,Master,Finance,1 - 5 Years,Yes,No,Expert,Private,31,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.58,3.71,1.5,2,5,1,1
473,Female,Single,Master,Energy,1 - 5 Years,No,No,Mid-level manager,Private,27,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,2.17,3,2.33,3.33,4.5,4.75,3.75
474,Female,Single,Master,Energy,6 - 10 Years,No,Yes,Mid-level manager,Private,35,Agree,Agree,Neither agree nor disagree,Agree,Agree,3.92,3.57,4.33,3,5,1.75,3.25
475,Male,Single,Bachelor,Finance,1 - 5 Years,Yes,Yes,Expert,Private,26,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,2.33,1.86,3.33,2.17,4.5,3.25,3.25
476,Male,Single,Master,Construction,16 - 20 Years,Yes,No,Senior manager,Private,40,Agree,Strongly disagree,Strongly disagree,Agree,Agree,3.08,2.86,2.5,4.17,4,2,1.5
477,Male,Single,Master,Finance,1 - 5 Years,No,Yes,Staff,State,27,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,2.58,1.86,3,2.17,2.5,3.25,2.5
478,Male,Single,Master,Health Care,6 - 10 Years,No,Yes,Staff,State,35,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1.5,1.29,1,1.67,3.5,3,2.5
479,Male,Single,Master,Construction,11 - 15 Years,Yes,No,Mid-level manager,Private,31,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,2.75,2.43,2,3.17,3,2.25,2.25
480,Male,Single,Master,Health Care,21 + Years,No,Yes,Mid-level manager,Private,44,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,3.5,2.43,4.33,4,5,3,2.25
481,Female,Single,Master,Information Technology,1 - 5 Years,No,No,Staff,State,25,Neither agree nor disagree,Disagree,Disagree,Agree,Neither agree nor disagree,3.5,2.86,4.33,3.17,4.5,4,3.25
482,Male,Single,Master,Finance,1 - 5 Years,No,Yes,Expert,Private,28,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.33,2.29,1.83,2.83,4,2,2.25
483,Male,Single,Master,Energy,1 - 5 Years,No,No,Mid-level manager,Private,29,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,3.92,1.86,2.17,2.67,3.5,1.75,2.25
484,Female,Single,Master,Finance,6 - 10 Years,No,Yes,Expert,Private,30,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Disagree,3.17,2.86,4,2.67,3,3,3
485,Male,Single,Master,Health Care,1 - 5 Years,Yes,No,Staff,State,30,Disagree,Disagree,Strongly disagree,Agree,Neither agree nor disagree,2.17,1.86,4.33,3.5,5,3.25,3.5
486,Male,Single,PhD,Information Technology,21 + Years,No,Yes,Senior manager,Private,46,Agree,Agree,Agree,Agree,Agree,4.25,4,4,4.17,5,5,5
487,Male,Single,Master,Production,16 - 20 Years,Yes,Yes,Senior manager,Private,45,Strongly agree,Strongly agree,Agree,Agree,Agree,3.92,3.71,3.5,4,3.5,3.5,3.25
488,Female,Single,Bachelor,Health Care,11 - 15 Years,No,Yes,Staff,State,33,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,1.92,3.14,1.33,2.33,5,4.5,4
489,Male,Single,Master,Health Care,11 - 15 Years,Yes,Yes,Mid-level manager,Private,39,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,2.58,1.57,3.5,3,5,3,2.5
490,Female,Single,Master,Information Technology,11 - 15 Years,Yes,Yes,Mid-level manager,Private,40,Agree,Agree,Strongly disagree,Agree,Agree,3.92,3,4,4.17,3.5,3,3.5
491,Female,Single,Master,Health Care,6 - 10 Years,No,Yes,Staff,State,31,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,2.42,1.57,3.17,2.5,5,3.5,4.25
492,Male,Single,Master,Production,6 - 10 Years,No,Yes,Mid-level manager,Private,31,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,2.67,1.71,3.33,1.33,2,3.75,3.25
493,Female,Single,Bachelor,Health Care,1 - 5 Years,Yes,Yes,Mid-level manager,Private,26,Disagree,Disagree,Strongly disagree,Agree,Agree,3.42,1.86,4.83,4,4,3.25,3.25
494,Female,Single,Master,Health Care,11 - 15 Years,No,No,Operation manager,State,35,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,3.42,4.57,4.33,3,4,3,3.25
495,Male,Single,Bachelor,Information Technology,6 - 10 Years,Yes,Yes,Mid-level manager,Private,25,Disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,4.33,2.57,4.33,3.83,5,4.25,4.5
496,Male,Single,Master,Information Technology,11 - 15 Years,Yes,Yes,Expert,Private,33,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1.92,1.14,1.33,1.5,4,2.5,2
497,Female,Single,Bachelor,Construction,1 - 5 Years,Yes,Yes,Expert,Private,26,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3.5,3.14,3.83,3.33,3,4.25,4
498,Male,Single,Bachelor,Information Technology,6 - 10 Years,Yes,No,Operation manager,State,35,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,4.42,4.43,3.83,4.33,4,3.75,4.5
499,Male,Single,Master,Finance,6 - 10 Years,Yes,Yes,Expert,Private,34,Agree,Agree,Neither agree nor disagree,Agree,Agree,3.5,3.29,3,2.83,3.5,3.5,3
500,Male,Single,Bachelor,Information Technology,11 - 15 Years,Yes,Yes,Mid-level manager,Private,38,Agree,Strongly disagree,Neither agree nor disagree,Agree,Strongly agree,4.08,3.71,4.5,3.67,4,4.5,3.75
501,Female,Single,Master,Service,6 - 10 Years,Yes,Yes,Mid-level manager,Private,29,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,3.83,2.71,4,2.83,4,2.75,2.25
502,Female,Single,Master,Health Care,21 + Years,No,No,Mid-level manager,Private,41,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Agree,3.42,1.86,4.67,4.17,5,3.25,3.5
503,Male,Single,Master,Health Care,21 + Years,No,No,Staff,State,40,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,2.33,1.86,1,1.33,5,1.5,2.5
504,Male,Single,Bachelor,Education,6 - 10 Years,Yes,Yes,Mid-level manager,Private,38,Agree,Agree,Agree,Strongly agree,Strongly agree,4.33,4,4.83,5,4.5,4.75,4.75
505,Female,Single,Master,Energy,1 - 5 Years,Yes,No,Expert,Private,26,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.92,2.86,4,3,2.5,4.5,4.75
506,Male,Single,Bachelor,Energy,16 - 20 Years,No,Yes,Operation manager,State,45,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,4.42,4.57,5,5,4.5,4.75,4.5
507,Female,Single,Master,Education,1 - 5 Years,Yes,No,Staff,State,28,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,4,4,4.17,4.17,5,2.25,2.75
508,Male,Single,Master,Education,6 - 10 Years,No,Yes,Mid-level manager,Private,36,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4.58,5,4.17,5,5,3.5,4
509,Female,Single,Master,Health Care,11 - 15 Years,No,No,Mid-level manager,Private,38,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,2.5,1.71,3.67,1.83,3,2.5,2.25
510,Female,Single,Master,Health Care,6 - 10 Years,Yes,Yes,Staff,State,30,Agree,Disagree,Disagree,Agree,Disagree,2.33,2.43,4.33,3,4,4,3
511,Female,Single,Bachelor,Health Care,1 - 5 Years,No,No,Staff,State,26,Agree,Agree,Neither agree nor disagree,Agree,Agree,4.58,3.71,4,3.67,5,4,2.75
512,Female,Single,Bachelor,Health Care,1 - 5 Years,Yes,No,Staff,State,25,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,3.92,3.14,4.67,3.67,3.5,3,3.5
513,Male,Single,PhD,Health Care,11 - 15 Years,No,No,Expert,Private,37,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,2.67,2.14,2.17,3.17,3,2.5,2.5
514,Male,Single,Master,Education,21 + Years,Yes,Yes,Mid-level manager,Private,41,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,3.5,3.29,3.83,3.67,3.5,4,4.25
515,Male,Single,Bachelor,Education,11 - 15 Years,Yes,Yes,Mid-level manager,Private,36,Agree,Agree,Agree,Agree,Strongly agree,4.42,4,4.5,4.33,4.5,4.5,3.75
516,Male,Single,Bachelor,Service,1 - 5 Years,Yes,Yes,Senior manager,Private,33,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,4.42,3.29,4.33,4.33,5,2.75,1
517,Male,Single,Master,Construction,6 - 10 Years,Yes,No,Staff,State,33,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Disagree,3.5,3.43,2.67,3,5,2.75,2.75
518,Male,Single,Master,Finance,1 - 5 Years,No,Yes,Operation manager,State,30,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,3.17,2.43,3.83,2.83,4.5,1.75,2.25
519,Male,Single,Bachelor,Finance,6 - 10 Years,No,No,Staff,State,29,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,2.42,4.14,4,3.83,5,1.75,1
520,Male,Single,Master,Information Technology,1 - 5 Years,Yes,Yes,Expert,Private,30,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,4.08,3,4.83,3.67,5,2.75,2.75
521,Male,Single,Bachelor,Finance,1 - 5 Years,Yes,No,Staff,State,26,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,4.08,4.57,4.33,4.67,4.5,3.25,3
522,Female,Single,Master,Finance,1 - 5 Years,No,Yes,Staff,State,27,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,2.75,2.86,3,3.17,3,1.25,1
523,Female,Single,Bachelor,Finance,1 - 5 Years,No,Yes,Staff,State,26,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2.25,2.86,1.83,3,3,2.5,2.25
524,Male,Single,Master,Health Care,11 - 15 Years,Yes,Yes,Mid-level manager,Private,39,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,3.67,3.29,3,3.5,4.5,3.75,3.75
525,Male,Single,Bachelor,Finance,11 - 15 Years,Yes,Yes,Operation manager,State,42,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,2.67,1.86,3.5,4.17,3.5,1.75,2.25
526,Male,Single,Bachelor,Finance,6 - 10 Years,No,No,Mid-level manager,Private,35,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,3.42,1.86,3.67,2.83,3.5,1.75,1.75
527,Male,Single,Master,Health Care,21 + Years,No,Yes,Staff,State,42,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,3.67,1.86,3.33,2.67,5,1.5,2
528,Male,Single,Bachelor,Finance,1 - 5 Years,Yes,Yes,Expert,Private,27,Agree,Agree,Strongly agree,Strongly agree,Agree,3.83,3.86,4,4.33,3.5,3.75,3.75
529,Male,Single,Bachelor,Service,1 - 5 Years,Yes,No,Mid-level manager,Private,32,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4.42,4.86,4.5,4.83,5,4.25,4
530,Female,Single,Bachelor,Health Care,6 - 10 Years,Yes,Yes,Mid-level manager,Private,32,Agree,Agree,Neither agree nor disagree,Agree,Agree,4.25,3.14,4,3.83,4,3,3.25
531,Female,Single,Bachelor,Construction,1 - 5 Years,No,No,Staff,State,28,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.92,2.29,3.33,3.17,3.5,2.75,3
532,Male,Single,Master,Energy,6 - 10 Years,Yes,Yes,Expert,Private,32,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,4,3.57,4.33,4,4.5,4.25,4.25
533,Female,Single,Bachelor,Health Care,1 - 5 Years,Yes,Yes,Staff,State,25,Agree,Agree,Agree,Agree,Agree,4.25,3.71,4,3.83,5,4,4
534,Male,Single,Master,Education,6 - 10 Years,Yes,No,Operation manager,State,29,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,3.83,4.71,3.5,4.83,4.5,4.5,4.25
535,Male,Single,Master,Education,6 - 10 Years,Yes,No,Operation manager,State,29,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,3.83,4.71,3.5,4.83,4.5,4.5,4.25
536,Male,Single,Bachelor,Finance,6 - 10 Years,Yes,Yes,Operation manager,State,35,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,3.92,4,3.67,4.67,4,3.75,3.75
537,Female,Single,Master,Health Care,11 - 15 Years,Yes,No,Mid-level manager,Private,34,Agree,Agree,Disagree,Agree,Agree,4,3.14,3.83,4,4,3,3
538,Male,Single,Bachelor,Finance,16 - 20 Years,Yes,No,Mid-level manager,Private,38,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,4.83,4.71,4.83,5,5,4.25,4.25
539,Male,Single,Bachelor,Service,6 - 10 Years,Yes,Yes,Expert,Private,34,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,4.17,4.43,4.17,4.33,4.5,4.75,4.5
540,Male,Single,PhD,Education,11 - 15 Years,Yes,No,Staff,State,37,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,2.92,1.71,3,2.67,4,2.75,3
541,Male,Single,Master,Information Technology,1 - 5 Years,Yes,Yes,Expert,Private,29,Neither agree nor disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,2.33,2.29,3.5,4.67,3,5,5
542,Male,Single,Bachelor,Health Care,1 - 5 Years,No,Yes,Expert,Private,27,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,3.58,3.14,3.67,2.83,4,2.75,3
543,Male,Single,Bachelor,Health Care,1 - 5 Years,No,Yes,Expert,Private,27,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,3.58,3.14,3.67,2.83,4,2.75,3
544,Male,Single,Master,Finance,1 - 5 Years,Yes,No,Expert,Private,27,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,3.58,2.57,3.83,3.67,5,3.5,3.5
545,Female,Single,Bachelor,Health Care,6 - 10 Years,No,No,Mid-level manager,Private,33,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1.67,1.14,2,1.33,1.5,1,1
546,Male,Single,Master,Education,11 - 15 Years,Yes,Yes,Staff,State,41,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,3.58,3.14,3.83,3.33,4.5,3.5,3.5
547,Male,Single,Master,Education,6 - 10 Years,Yes,Yes,Senior manager,Private,31,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,3.75,4.71,4,4.5,5,4.25,4
548,Male,Single,Master,Energy,6 - 10 Years,Yes,Yes,Mid-level manager,Private,32,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,3.83,4.29,3.33,4.5,4.5,4,4.5
